,Kingdom,Phylum,Class,Order,Family,Genus
cb29af00f9d9c5c283dd94205a6d8924,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,und_Muribaculaceae
cb2b59ba50c87177967d51891fd5910a,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,und_Lachnospiraceae
cb2c8a34a45d38127dcedbc4c03b42bb,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,und_Ruminococcaceae
cb46d29dd6da8da387703e7f8349df6f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unc_Lachnospiraceae
cb67f36c69216e925c1c4912c5e448ff,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto
cb8372f694270db43b38aac1155c2eae,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Acutalibacter
cb86fc153fbda36f8c69e6e72fa9b222,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,und_Ruminococcaceae
cb8a0724280581c2d2d208c17495833f,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Parasutterella
cb8a9c6cdc3c9044b82ab4e15aaa45f9,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,und_Ruminococcaceae
cb8b1d8f6fd3432736fb422594c4884c,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Aurantimonadaceae,Aureimonas
cba29e491d1598a1174b82217842d48f,Bacteria,Firmicutes,Erysipelotrichia,unc_Erysipelotrichia,unc_Erysipelotrichia,unc_Erysipelotrichia
cba3f9315efe7997322373f099b2da9d,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus
cba56e9aa350e830aa68d4d7e8d9b7c3,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto
cba9ae0022e6034e61583ce489ddb0ae,Bacteria,Firmicutes,Clostridia,Clostridiales,unc_Clostridiales,unc_Clostridiales
cbaa86aeda2ff73a97d46db3dd35a6ef,Bacteria,Bacteroidetes,Bacteroidia,unc_Bacteroidia,unc_Bacteroidia,unc_Bacteroidia
cbcacd4e09ae3ab137c3624a8a218e7b,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter
cbd1f51c912c0447f1ccac200a03af71,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,und_Lachnospiraceae
cbda20f4b385508989505d777aa6d189,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae,Odoribacter
cbdcb0d8e09f3369b3944f0300cdc12b,Bacteria,Proteobacteria,Gammaproteobacteria,unc_Gammaproteobacteria,unc_Gammaproteobacteria,unc_Gammaproteobacteria
cbdd2301d2dc777b057620a17f591032,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unc_Ruminococcaceae
cbdd8be3d772e359aa06f792febf9ed3,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus
cbe336c692ffac2722ce9cc8192c202c,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,unc_Bacteroidales,unc_Bacteroidales
cbe6226bd1626875406d246a21d746fb,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
cbe7e02d2e3d0d087c964f7e7adf56db,Bacteria,Firmicutes,Clostridia,Clostridiales,und_Clostridiales,und_Clostridiales
cbeb5db81904bd2efa718d5c45f9f937,Bacteria,Firmicutes,Clostridia,Clostridiales,unc_Clostridiales,unc_Clostridiales
cbec59f6035abbb8445947938aeaf12a,Bacteria,Firmicutes,Clostridia,Clostridiales,unc_Clostridiales,unc_Clostridiales
cbefaeb6499aaa25af47f3a4069b228a,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Dinoroseobacter
cbf02b4967983b82a7ed1610305157a8,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,unc_Bacteroidales,unc_Bacteroidales
cbf76f90c9f8a540fd43cf9a3b38b68f,Bacteria,Planctomycetes,Planctomycetacia,und_Planctomycetacia,und_Planctomycetacia,und_Planctomycetacia
cbf7a8c23c705a3e9e776bdb2d578de5,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,unc_Erysipelotrichaceae
cc00900761ab74c6d773684fc182e29f,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus
cc13632f9b051fd5fafa6cf7e6e06944,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,und_Eggerthellaceae
cc1c12bfbd24264d9f830a3dff81b61d,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,unc_Erysipelotrichaceae
cc288d22f4b70a96fece39560e7a5ff4,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
cc2abfff011f0815f5c084f948d747d6,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,und_Ruminococcaceae
cc30188b797577462b171302125dae1c,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
cc3df85f58bba9b05be7b100c47a812b,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto
cc59e560f75bc87f2390d4017cdbb87c,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unc_Ruminococcaceae
cc681f3eac51ec8e855be231261d9c04,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
cc7d6d9c0dba34511b035439cf72ffe8,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,und_Lachnospiraceae
cc7f074c5f6f3b159366510e538de5fd,Bacteria,Firmicutes,Firmicutes,unc_Firmicutes,unc_Firmicutes,unc_Firmicutes
cc8003e90fbb93510aa251ad14a9a948,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,und_Erysipelotrichaceae
cc8bd713b1f0459dbc5103d8c95600ce,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unc_Ruminococcaceae
cc8c9c0a6d65b3af49f043b3aacd5fd2,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,und_Lachnospiraceae
ccb45b58c982ad1d544c275ea2647d7e,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Acutalibacter
ccd5c2d08a8be7fb8edc536671211087,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,unc_Lactobacillaceae
ccd6ed89ef1cd00c83b5cfd8e0997c3d,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,und_Bradyrhizobiaceae
cce12d9bee1b0218bddfa544826b2604,Bacteria,Bacteroidetes,Bacteroidia,unc_Bacteroidia,unc_Bacteroidia,unc_Bacteroidia
cce8dd765f46b8a63dd1aafa19512010,Bacteria,Actinobacteria,Coriobacteriia,unc_Coriobacteriia,unc_Coriobacteriia,unc_Coriobacteriia
ccf0c1a4e2602553dd945c6212fdeba4,Bacteria,Firmicutes,Clostridia,Clostridiales,unc_Clostridiales,unc_Clostridiales
ccf3ab18fd013a16c8d18a6c823cc61e,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Clostridium_IV
cd14636de5900dedb541b27f0fcdd893,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
cd1f06c7fcbb6a122eba24d4f63ec97f,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,und_Muribaculaceae
cd35389c053027b413b7584bb891febb,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas
cd476ba18cb5734812f1054d9a4061df,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacter
cd5783908008275f26019e44d7180156,Bacteria,Proteobacteria,Deltaproteobacteria,unc_Deltaproteobacteria,unc_Deltaproteobacteria,unc_Deltaproteobacteria
cd57d30020a6ede67cd6d71a31f97cc1,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unc_Lachnospiraceae
cd595177f74b5d9144bb811aedcff33c,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,und_Ruminococcaceae
cd5d60dcff34eefe9d52e7a4e026320f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,und_Ruminococcaceae
cd61b03a1ac18d099348b90a0ebd8dc9,Bacteria,Bacteroidetes,Bacteroidia,unc_Bacteroidia,unc_Bacteroidia,unc_Bacteroidia
cd679b1723ea81a0d9afb531ff6262d4,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes
cd6a8deaba5236cd0353fdc5100915bf,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas
cd6f7a775a6dc255128db0f82a55414d,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas
cd80ad94747b78bcd15a5c29a00a5891,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,unc_Bacteroidales,unc_Bacteroidales
cd9b80adf96c690effaf4e3fbf7b7391,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
cd9fc50081b094e0218e83599fb066ec,Bacteria,Firmicutes,Clostridia,unc_Clostridia,unc_Clostridia,unc_Clostridia
cda919c8a9622772e72616438e80bd15,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unc_Lachnospiraceae
cdad568a555c8ac0feb126babcf44ca7,Bacteria,Euryarchaeota,Methanopyri,unc_Methanopyri,unc_Methanopyri,unc_Methanopyri
cdb656eab69829af1011bcb9bdf2b1c7,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Acetatifactor
cdc5f7951d82315140fa5a00d3c2abf6,Bacteria,Firmicutes,Clostridia,Clostridiales,unc_Clostridiales,unc_Clostridiales
cdd39f83c4d1f72ffbeb96a84ab0f847,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
cde3ea79bae194d04dbc37fb62f49790,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,und_Lachnospiraceae
cdecdda3c1c1749b96061db11550ea30,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus
cdee15b5651e80925f3cc0fc4de61512,Bacteria,Firmicutes,Clostridia,Clostridiales,unc_Clostridiales,unc_Clostridiales
cdee98d3bdecfbda0c95d16aecb81c4e,Bacteria,Firmicutes,Clostridia,Clostridiales,unc_Clostridiales,unc_Clostridiales
cdf19d3606465b35b046bcc3522f1b01,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Eisenbergiella
cdf290b2731f40fc508a0b170d6515f8,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Mailhella
ce00292472877c2aa2dfaecc0623e626,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus
ce04902a58ad17677a47afaba33dd7c3,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Fluviicola
ce056ba6ee06131d5be77e12df2a26e6,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides
ce0d473e01cc66491f65d025b17477f9,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Clostridium_IV
ce12c527fdb3985464eac13e50a1564e,Bacteria,Firmicutes,Firmicutes,unc_Firmicutes,unc_Firmicutes,unc_Firmicutes
ce2cd9d53b375838ef2e935dbceb90e3,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Butyricicoccus
ce2d773e1c0973703f188e253f3e4d1d,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,und_Lachnospiraceae
ce3bd04b6769b4d8994bf5b814e6a0ac,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,und_Muribaculaceae
ce44390df5445b977f6320b840b206e6,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
ce56be0b38ce313d7eb2b0326a2d5e9b,Bacteria,Firmicutes,Firmicutes,unc_Firmicutes,unc_Firmicutes,unc_Firmicutes
ce66211e350fe2a4d51ed8156810aee9,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Duncaniella
ce6726611c46b7936a8ee7b654090a30,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes
ce73198d04bcd71ec8ddff8190fde28c,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Dyadobacter
ce99606db7764709beb41301d8e02ca2,Bacteria,Proteobacteria,Gammaproteobacteria,unc_Gammaproteobacteria,unc_Gammaproteobacteria,unc_Gammaproteobacteria
ce99799198fd5fc94d557ac8e69f61c5,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Sporobacter
ce9d5e706e47f993ba8d6b5fe012ec06,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus
cead758f739a76eb1541a7365f8fbee0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus
ceb504fdc7fd1e82b9b709e94a2596b9,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium
ceb879c7c3c4bee4ea645bbb20ada439,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Acetatifactor
cebdc20fa1414d92e472bd27d35249f8,Bacteria,Proteobacteria,Proteobacteria,unc_Proteobacteria,unc_Proteobacteria,unc_Proteobacteria
cec22f7d3a0ebe6ce0d8dc73023c1228,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,und_Muribaculaceae
cec7bb38cde2046c2ee7588734311c21,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Anaerofustis
ced03d43cd56955fc7830334f66920aa,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unc_Ruminococcaceae
cedf1aa858c120b9be9012d408577e5c,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Hymenobacter
cf1b8f470dc480c2945257ee13c0a397,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto
cf23729bba6f84cd8507e831a4aaf9af,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unc_Ruminococcaceae
cf24992109ce8d11f9ed106850c02e5b,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,unc_Prevotellaceae
cf2afe9a1ff5ed995e0cbf271ab81944,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,unc_Bacteroidales,unc_Bacteroidales
cf3a1d180d4bdd8ea10ceaabbdc52912,Bacteria,Acidobacteria,Acidobacteria_Gp6,und,und,und
cf5739e2f3f06fd9f88f4f0bd333b8b5,Bacteria,Thermotogae,Thermotogae,unc_Thermotogae,unc_Thermotogae,unc_Thermotogae
cf58ca60b3c12544ab851fd2ce592a5e,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax
cf591cd8f5c82ed6b72c4291783e5176,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XIII,und_Clostridiales_Incertae_Sedis_XIII
cf5e33399e19ecfe7cda5a8bd416a726,Bacteria,Firmicutes,Clostridia,Clostridiales,und_Clostridiales,und_Clostridiales
cf639a9f0bfe9a737034580df620d8b8,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,und_Ruminococcaceae
cf66fda5d2d2a6511db65f8cc49590f3,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerotignum
cf6a4c2477d0d5976d508b40f80ae362,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unc_Lachnospiraceae
cf6d974abb630822e9d8ba19e373736d,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,und_Lachnospiraceae
cf776afac995a31eac3002934aad7948,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Turicimonas
cf81afd09a884462e4274ca8d51f0031,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,unc_Desulfovibrionaceae
cf86ef30e72f08c70576b0f9980bc60e,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalibaculum
cf8f32fb6efd46f276b65d4b0c33840c,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,unc_Bacteroidales,unc_Bacteroidales
cfa02fb1235db2eeba555fc0d3a48e35,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unc_Ruminococcaceae
cfb10ef16423bec1437a0f0f5f754ff3,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
cfbe54800cc4359a8c96f76d9b5b7fe0,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia
cfc604cb72e7031d3532ac4c24d4ce73,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus
cfe941aa2c0ae76c584fe760997ab886,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes
cfef840740b51fd2785b78d5c83d2fb1,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,unc_Rikenellaceae
cff680009f6b2cbddb79f821a9549e2e,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto
cff7712e35601652339056176f6e6db6,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,und_Lachnospiraceae
cff8f97d5b15b5e371626acec4868196,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
cff9eb9f52f8733d34fa2f3cc9a9536c,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unc_Lachnospiraceae
d00786d22a911abb02ebc3805a4a0318,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia/Shigella
d00b2c13d7ddee7d4cd5640991621a69,Bacteria,Proteobacteria,Deltaproteobacteria,unc_Deltaproteobacteria,unc_Deltaproteobacteria,unc_Deltaproteobacteria
d010fca5240b2fda2ff6e7b4e98a0356,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,und_Erysipelotrichaceae
d015e6eb5ac07246bea0bdb5f9417359,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unc_Ruminococcaceae
d01c3fb0ca22b387079ba849777ab410,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,und_Muribaculaceae
d02c60141420ca54e116b2808fe40d46,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,und_Chitinophagaceae
d033df9e029821be4161fae56623111c,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unc_Lachnospiraceae
d067a0e60b10f2825ddc65c75af1bf8a,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae_1,Bacillus
d06bf5cbbb2ce1c8ca11f829b9cadf4c,Bacteria,Firmicutes,Bacilli,unc_Bacilli,unc_Bacilli,unc_Bacilli
d08b3014d5933a9af3ee72ca6763728e,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus
d08ef203e34d494474979847753f5ba7,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Flintibacter
d0a6d98d56f22eb31b1f59afc3625e78,Bacteria,Cyanobacteria/Chloroplast,Cyanobacteria,unc_Cyanobacteria,unc_Cyanobacteria,unc_Cyanobacteria
d0aad54fd461f247924110724575a30d,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
d0b5dfbf3eca9ca49d9f79e356dc2003,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,unc_Desulfovibrionaceae
d0bd06ec40ce26dfb8d7fdc71a8fda82,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unc_Ruminococcaceae
d0be0bc76b38a9a57156cf5a338f7bbc,Bacteria,Firmicutes,Clostridia,unc_Clostridia,unc_Clostridia,unc_Clostridia
d0c8596f3d15ef4ce70be324a7e02a7a,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,unc_Muribaculaceae
d0d67fa645d6cb9cf6643703fec84fee,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
d0d81dfac5863fb75cc6152c8e892f03,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus
d0d962fd343c656e0f26a3b1569c03a0,Bacteria,Firmicutes,Firmicutes,unc_Firmicutes,unc_Firmicutes,unc_Firmicutes
d0e26127dfaf04b84e70bd5fa9a8583d,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Paramuribaculum
d0e7cf14312db31e7207020c861be307,Bacteria,Firmicutes,Firmicutes,unc_Firmicutes,unc_Firmicutes,unc_Firmicutes
d0eabdc706e3bc368278db0442145ec8,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes
d0f07c84c3879fe8151358e6927b7bf1,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella
d1063106663b379f3ed02d562ba8e08e,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Dubosiella
d11d0f2ca4b8a0c4d95b4f4fa8e8d9fb,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
d12a6e057c272bb96d2a69dc9a1ef1dd,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia
d12ebf88dc75efc175973ad85cb4f081,Bacteria,Bacteroidetes,Bacteroidia,unc_Bacteroidia,unc_Bacteroidia,unc_Bacteroidia
d17a49164965e2c4bc958e405f13d581,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
d17b677f971bf14ef7e4388a90a0147e,Bacteria,Proteobacteria,Deltaproteobacteria,unc_Deltaproteobacteria,unc_Deltaproteobacteria,unc_Deltaproteobacteria
d1845d083204d3096a0d779dec14e0f4,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
d192cd2cb0d3d918c483af684d2b5870,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
d1bb8c04a30380d890354abb2e95d952,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides
d1c25788067faa8b51a57736f59f8ea9,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unc_Lachnospiraceae
d1c5c2c14264650b3778b92ed34c394e,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia
d1c83b55eb04ebf09eb6d000bb708625,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unc_Lachnospiraceae
d1c940c236287f51eb404dee5b32715a,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
d1d75f7bacce0b1618d0e394744887ca,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto
d1ddc5f238cf88ec21aea4a63a93e828,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
d1e23acc7b4733b8152816c6710c7030,Bacteria,Proteobacteria,Deltaproteobacteria,unc_Deltaproteobacteria,unc_Deltaproteobacteria,unc_Deltaproteobacteria
d201f3ebc57e6a4a80fe173d08d3548b,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia
d209d1aacf42af975dd6d3184ff60c48,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,unc_Sphingomonadaceae
d20c8f98b3d848772b97199f68c72d08,Bacteria,Firmicutes,Clostridia,Clostridiales,unc_Clostridiales,unc_Clostridiales
d24807239dd2435deaaf802a07b84915,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unc_Lachnospiraceae
d24b451dee78c838a4fcfa4db8a61691,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus
d24faea96e587285c3d184b7d0a138a5,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,unc_Desulfovibrionaceae
d263ace5041a59b7acd21602154fcc45,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Anaerovibrio
d2696ba6905fbdbe3930b00d43eb2c3f,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto
d27910491164512ffe188c26aa8a13b1,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,und_Clostridiaceae_1
d27d2f226d48669d4009cad88c95b0ed,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unc_Lachnospiraceae
d285bfa2dcaa30f566ea6b0ecc239045,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,unc_Desulfovibrionaceae
d28f33a6792e02b114aa196460f3b01c,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
d29b5319d59b91b1de76d3b8b99282ff,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Duncaniella
d29fcfd6af845671a8a104ff6a7e9169,Bacteria,Firmicutes,Clostridia,Clostridiales,und_Clostridiales,und_Clostridiales
d2a0ab21efff42ccd2b741fe5b0e6df0,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unc_Ruminococcaceae
d2b00bed70d1400343611edcfcb65fde,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,unc_Prevotellaceae
d2b077f6f304411d8bcdde7086c8676b,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalibaculum
d2cca01ece9623197f0064eb2cab55c8,Bacteria,Verrucomicrobia,Spartobacteria,und,und,Spartobacteria_genera_incertae_sedis
d2e2a41785a2c953f7fce37f067159bd,Bacteria,Verrucomicrobia,Verrucomicrobiae,unc_Verrucomicrobiae,unc_Verrucomicrobiae,unc_Verrucomicrobiae
d2f6a241b14ae2a09e36519f7f2e6dc9,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unc_Lachnospiraceae
d30002a0f6ee424be5489bde4e964fce,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides
d3013fe3dd8e70fc45befa5adb206216,Bacteria,Actinobacteria,Actinobacteria,Mycobacteriales,Corynebacteriaceae,Corynebacterium
d30274f77a2b757ac43062ab7d3f9e6c,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto
